fips,state_abbr,county_name,smoking_rate,inactivity_rate,obesity_rate
48171,TX,Gillespie,11.9,23.1,33.7
48173,TX,Glasscock,10.8,23.3,34.0
48175,TX,Goliad,14.2,30.4,37.1
48177,TX,Gonzales,16.1,35.8,39.8
48179,TX,Gray,16.5,31.6,38.5
48181,TX,Grayson,14.6,27.4,33.9
48183,TX,Gregg,15.3,28.7,37.2
48185,TX,Grimes,15.7,29.0,37.1
48187,TX,Guadalupe,12.5,25.9,34.4
48189,TX,Hale,16.1,36.1,38.9
48191,TX,Hall,16.3,32.5,39.1
48193,TX,Hamilton,15.3,30.0,36.6
48195,TX,Hansford,13.6,30.5,36.8
48197,TX,Hardeman,16.5,31.2,37.6
48199,TX,Hardin,15.7,25.7,34.0
48201,TX,Harris,12.6,26.9,37.1
48203,TX,Harrison,15.7,29.5,39.2
48205,TX,Hartley,13.4,25.9,34.3
48207,TX,Haskell,16.3,32.1,36.9
48209,TX,Hays,10.8,23.9,35.3
48211,TX,Hemphill,11.7,25.5,32.7
48213,TX,Henderson,16.6,30.1,35.6
48215,TX,Hidalgo,13.3,37.5,45.0
48217,TX,Hill,15.6,29.0,37.0
48219,TX,Hockley,14.5,32.0,36.1
48221,TX,Hood,12.0,24.7,33.4
48223,TX,Hopkins,15.9,29.6,37.7
48225,TX,Houston,18.1,31.7,38.2
48227,TX,Howard,15.1,32.1,38.2
48229,TX,Hudspeth,18.7,38.5,41.0
48231,TX,Hunt,15.4,27.7,36.9
48233,TX,Hutchinson,14.8,28.2,35.1
48235,TX,Irion,13.0,26.7,35.1
48237,TX,Jack,17.5,29.5,37.9
48239,TX,Jackson,15.0,30.2,38.1
48241,TX,Jasper,18.9,31.6,41.2
48243,TX,Jeff Davis,14.4,34.2,38.0
48245,TX,Jefferson,16.1,31.3,41.2
48247,TX,Jim Hogg,17.2,46.6,45.7
48249,TX,Jim Wells,14.9,39.4,40.6
48251,TX,Johnson,14.4,26.7,33.4
48253,TX,Jones,17.3,30.7,38.8
48255,TX,Karnes,16.2,34.5,39.3
48257,TX,Kaufman,14.0,27.6,38.0
48259,TX,Kendall,10.0,21.2,34.3
48261,TX,Kenedy,15.5,40.2,37.9
48263,TX,Kent,11.5,22.4,32.5
48265,TX,Kerr,12.4,28.0,34.4
48267,TX,Kimble,14.8,28.7,37.5
48269,TX,King,17.5,29.1,37.8
48271,TX,Kinney,12.2,30.5,38.4
48273,TX,Kleberg,12.1,33.9,40.0
48275,TX,Knox,15.6,32.4,38.0
48277,TX,Lamar,16.7,30.1,38.5
48279,TX,Lamb,15.2,34.9,40.4
48281,TX,Lampasas,14.2,26.1,34.8
48283,TX,La Salle,17.0,39.8,40.9
48285,TX,Lavaca,15.1,27.4,36.8
48287,TX,Lee,16.4,30.4,39.8
48289,TX,Leon,16.5,30.5,36.2
48291,TX,Liberty,17.8,34.8,40.0
48293,TX,Limestone,17.0,31.2,39.9
48295,TX,Lipscomb,14.7,29.2,36.7
48297,TX,Live Oak,16.8,33.7,39.7
48299,TX,Llano,12.5,28.1,36.7
48303,TX,Lubbock,12.6,28.6,37.1
48305,TX,Lynn,16.0,32.5,38.6
48307,TX,McCulloch,15.7,32.1,36.4
48309,TX,McLennan,13.5,28.1,36.1
48311,TX,McMullen,15.9,33.2,38.6
48313,TX,Madison,17.1,31.5,38.0
48315,TX,Marion,18.5,30.0,39.1
48317,TX,Martin,14.0,29.3,35.6
48319,TX,Mason,11.5,26.8,33.5
48321,TX,Matagorda,15.3,32.7,39.5
48323,TX,Maverick,14.8,41.7,44.6
48325,TX,Medina,12.7,30.5,39.5
48327,TX,Menard,15.0,33.3,37.6
48329,TX,Midland,12.0,27.0,35.9
48331,TX,Milam,15.7,29.5,37.3
48333,TX,Mills,13.7,24.3,33.0
48335,TX,Mitchell,16.7,31.8,39.1
48337,TX,Montague,15.7,28.4,35.0
48339,TX,Montgomery,11.6,23.5,31.4
48341,TX,Moore,15.7,35.9,39.0
48343,TX,Morris,17.2,29.7,39.0
48345,TX,Motley,14.4,28.8,35.2
48347,TX,Nacogdoches,14.9,29.8,35.4
48349,TX,Navarro,17.1,32.9,38.1
48351,TX,Newton,22.2,34.6,42.6
48353,TX,Nolan,17.7,35.8,40.5
48355,TX,Nueces,13.4,31.8,40.0
48357,TX,Ochiltree,15.2,33.4,39.6
48359,TX,Oldham,14.9,27.4,36.1
48361,TX,Orange,15.8,26.7,38.4
48363,TX,Palo Pinto,16.7,30.7,39.4
48365,TX,Panola,15.6,27.3,37.4
48367,TX,Parker,12.7,22.6,35.5
48369,TX,Parmer,13.4,33.2,37.4
48371,TX,Pecos,15.7,37.4,40.2
48373,TX,Polk,18.9,31.1,39.2
48375,TX,Potter,17.3,34.6,42.0
48377,TX,Presidio,16.2,43.7,41.0
48379,TX,Rains,14.6,25.3,35.6
48381,TX,Randall,12.0,23.5,35.1
48383,TX,Reagan,13.1,32.9,38.7
48385,TX,Real,16.4,34.6,38.4
48387,TX,Red River,18.4,32.5,38.5
48389,TX,Reeves,15.9,41.6,41.0
48391,TX,Refugio,15.0,35.9,40.1
48393,TX,Roberts,12.4,21.9,33.7
48395,TX,Robertson,15.7,29.7,37.9
48397,TX,Rockwall,10.0,20.4,35.1
48399,TX,Runnels,14.3,31.0,35.9
48401,TX,Rusk,16.3,29.0,37.5
48403,TX,Sabine,16.2,30.7,35.8
48405,TX,San Augustine,22.9,39.2,43.5
48407,TX,San Jacinto,17.5,30.5,39.1
48409,TX,San Patricio,14.4,34.6,41.3
48411,TX,San Saba,16.1,30.9,37.0
48413,TX,Schleicher,12.3,29.1,36.4
48415,TX,Scurry,14.6,30.5,38.1
48417,TX,Shackelford,12.8,22.5,33.8
48419,TX,Shelby,18.9,35.2,41.3
48421,TX,Sherman,12.3,28.5,35.7
48423,TX,Smith,14.0,27.0,37.5
48425,TX,Somervell,13.4,25.7,33.9
48427,TX,Starr,16.9,47.6,45.8
48429,TX,Stephens,16.3,29.9,36.3
48431,TX,Sterling,11.2,23.2,33.2
48433,TX,Stonewall,15.0,29.1,35.8
48435,TX,Sutton,14.4,35.8,38.3
48437,TX,Swisher,18.3,36.5,40.5
48439,TX,Tarrant,12.6,27.8,33.1
48441,TX,Taylor,12.9,26.1,35.7
48443,TX,Terrell,10.0,26.8,33.8
48445,TX,Terry,17.1,36.8,40.7
48447,TX,Throckmorton,15.9,26.9,35.5
48449,TX,Titus,16.9,35.1,38.8
48451,TX,Tom Green,13.3,28.6,36.8
48453,TX,Travis,9.3,20.3,30.1
48455,TX,Trinity,17.4,29.1,37.8
48457,TX,Tyler,19.3,31.6,38.7
48459,TX,Upshur,16.8,28.2,37.3
48461,TX,Upton,17.0,36.3,40.9
48463,TX,Uvalde,13.8,34.1,41.0
48465,TX,Val Verde,13.7,36.4,37.8
48467,TX,Van Zandt,15.6,27.0,35.9
48469,TX,Victoria,13.9,30.9,37.2
48471,TX,Walker,16.2,29.7,40.6
48473,TX,Waller,12.2,26.9,38.6
48475,TX,Ward,14.5,33.6,37.8
48477,TX,Washington,12.1,26.5,35.7
48479,TX,Webb,13.1,40.0,42.8
48481,TX,Wharton,14.2,31.1,40.5
48483,TX,Wheeler,16.0,29.2,37.2
48485,TX,Wichita,15.3,27.0,36.2
48487,TX,Wilbarger,18.2,34.7,39.6
48489,TX,Willacy,16.4,44.1,43.2
48491,TX,Williamson,9.6,22.5,32.1
48493,TX,Wilson,12.4,26.6,34.9
48495,TX,Winkler,14.1,33.2,37.6
48497,TX,Wise,14.6,25.9,34.1
48499,TX,Wood,14.8,26.2,34.3
48501,TX,Yoakum,13.3,32.2,38.2
48503,TX,Young,14.5,27.0,37.1
48505,TX,Zapata,17.8,47.1,43.7
48507,TX,Zavala,18.0,48.4,48.2
49001,UT,Beaver,9.3,19.3,28.5
49003,UT,Box Elder,9.8,19.4,32.7
49005,UT,Cache,8.1,16.9,27.9
49007,UT,Carbon,12.3,21.9,35.1
49009,UT,Daggett,11.0,20.5,32.8
49011,UT,Davis,7.4,17.2,32.7
49013,UT,Duchesne,11.8,23.8,31.6
49015,UT,Emery,11.0,19.3,30.6
49017,UT,Garfield,9.8,19.5,28.9
49019,UT,Grand,10.2,19.2,28.2
49021,UT,Iron,10.8,18.9,35.3
49023,UT,Juab,10.6,18.8,32.9
49025,UT,Kane,9.3,19.5,33.4
49027,UT,Millard,10.8,22.5,34.5
49029,UT,Morgan,7.6,14.9,25.1
49031,UT,Piute,12.3,26.0,33.0
49033,UT,Rich,10.5,18.2,33.0
49035,UT,Salt Lake,8.2,18.9,29.9
49037,UT,San Juan,15.7,25.1,34.4
49039,UT,Sanpete,11.9,20.5,29.2
49041,UT,Sevier,10.6,21.0,36.4
49043,UT,Summit,6.6,14.3,19.3
49045,UT,Tooele,9.5,20.8,37.3
49047,UT,Uintah,12.5,21.4,35.5
49049,UT,Utah,7.0,15.6,31.6
49051,UT,Wasatch,7.3,16.8,24.3
49053,UT,Washington,8.7,15.9,33.1
49055,UT,Wayne,11.1,20.5,34.3
49057,UT,Weber,9.1,20.5,34.8
50001,VT,Addison,9.9,17.0,28.1
50003,VT,Bennington,12.6,20.0,30.8
50005,VT,Caledonia,13.7,22.3,31.3
50007,VT,Chittenden,8.5,14.1,22.7
50009,VT,Essex,17.0,27.0,34.2
50011,VT,Franklin,13.0,21.5,36.4
50013,VT,Grand Isle,11.4,17.1,30.7
50015,VT,Lamoille,11.9,18.3,28.9
50017,VT,Orange,12.4,20.5,32.6
50019,VT,Orleans,13.9,23.5,33.0
50021,VT,Rutland,12.9,20.4,35.5
50023,VT,Washington,11.5,18.3,27.1
50025,VT,Windham,12.7,18.1,25.9
50027,VT,Windsor,11.1,17.7,28.8
51001,VA,Accomack,16.5,33.4,40.0
51003,VA,Albemarle,9.6,18.6,28.2
51005,VA,Alleghany,17.5,28.4,39.0
51007,VA,Amelia,17.7,28.2,38.8
51009,VA,Amherst,16.3,27.1,39.6
51011,VA,Appomattox,16.2,26.4,38.8
51013,VA,Arlington,7.0,15.1,25.2
51015,VA,Augusta,15.0,25.7,40.8
51017,VA,Bath,19.3,29.5,38.8
51019,VA,Bedford,13.2,24.4,36.7
51021,VA,Bland,16.4,24.3,36.5
51023,VA,Botetourt,13.0,21.8,35.1
51025,VA,Brunswick,17.9,33.9,43.4
51027,VA,Buchanan,22.2,34.4,38.8
51029,VA,Buckingham,18.5,29.2,43.1
51031,VA,Campbell,15.3,27.0,35.6
51033,VA,Caroline,15.2,26.8,41.9
51035,VA,Carroll,17.9,27.7,41.3
51036,VA,Charles City,17.1,31.9,41.6
51037,VA,Charlotte,19.8,33.5,42.5
51041,VA,Chesterfield,11.4,22.6,36.4
51043,VA,Clarke,11.7,21.0,32.6
51045,VA,Craig,16.1,24.0,36.5
51047,VA,Culpeper,13.8,25.9,38.2
51049,VA,Cumberland,15.4,26.3,39.4
51051,VA,Dickenson,20.6,34.0,39.0
51053,VA,Dinwiddie,14.7,27.9,40.1
51057,VA,Essex,17.4,31.2,42.6
51059,VA,Fairfax,8.0,18.9,24.0
51061,VA,Fauquier,11.5,20.1,32.7
51063,VA,Floyd,15.0,26.2,32.7
51065,VA,Fluvanna,12.5,22.9,39.1
51067,VA,Franklin,15.0,25.1,34.8
51069,VA,Frederick,13.0,24.1,37.5
51071,VA,Giles,16.0,24.9,36.0
51073,VA,Gloucester,13.6,23.8,35.4
51075,VA,Goochland,10.1,20.9,33.0
51077,VA,Grayson,19.8,33.9,41.2
51079,VA,Greene,14.2,24.5,37.8
51081,VA,Greensville,19.2,31.6,45.3
51083,VA,Halifax,19.5,30.9,40.6
51085,VA,Hanover,11.8,20.1,32.7
51087,VA,Henrico,11.4,20.6,32.5
51089,VA,Henry,17.8,30.4,42.2
51091,VA,Highland,12.8,25.6,33.4
51093,VA,Isle of Wight,13.3,24.0,36.1
51095,VA,James City,9.7,21.1,32.1
51097,VA,King and Queen,16.8,29.8,40.3
51099,VA,King George,13.1,22.5,35.5
51101,VA,King William,13.8,22.8,34.9
51103,VA,Lancaster,14.9,25.2,36.5
51105,VA,Lee,21.2,31.8,42.2
51107,VA,Loudoun,8.0,19.0,28.1
51109,VA,Louisa,14.9,23.7,36.1
51111,VA,Lunenburg,18.9,31.3,45.8
51113,VA,Madison,14.1,25.6,37.7
51115,VA,Mathews,14.1,22.8,35.3
51117,VA,Mecklenburg,16.3,31.3,41.5
51119,VA,Middlesex,14.3,23.6,38.3
51121,VA,Montgomery,14.2,21.4,28.0
51125,VA,Nelson,13.7,24.4,35.2
51127,VA,New Kent,12.3,21.5,34.4
51131,VA,Northampton,14.4,31.2,39.5
51133,VA,Northumberland,13.2,22.8,36.0
51135,VA,Nottoway,18.2,29.7,43.4
51137,VA,Orange,13.9,25.0,37.1
51139,VA,Page,17.0,26.9,34.6
51141,VA,Patrick,17.2,27.1,39.8
51143,VA,Pittsylvania,18.1,30.6,41.6
51145,VA,Powhatan,12.6,20.9,36.4
51147,VA,Prince Edward,14.6,27.7,41.3
51149,VA,Prince George,14.7,24.9,39.7
51153,VA,Prince William,10.9,23.0,33.7
51155,VA,Pulaski,15.7,25.8,35.7
51157,VA,Rappahannock,14.2,25.3,35.2
51159,VA,Richmond,17.3,28.3,37.4
51161,VA,Roanoke,11.9,22.7,34.4
51163,VA,Rockbridge,14.6,23.4,34.3
51165,VA,Rockingham,13.9,25.9,33.1
51167,VA,Russell,19.5,31.3,39.3
51169,VA,Scott,19.4,31.4,38.3
51171,VA,Shenandoah,15.9,28.8,36.3
51173,VA,Smyth,18.3,28.4,38.0
51175,VA,Southampton,15.2,25.1,38.4
51177,VA,Spotsylvania,12.8,23.9,40.0
51179,VA,Stafford,11.0,22.0,35.2
51181,VA,Surry,14.4,26.5,39.9
51183,VA,Sussex,17.1,29.9,45.5
51185,VA,Tazewell,18.1,31.0,40.5
51187,VA,Warren,15.0,25.7,37.7
51191,VA,Washington,14.8,24.7,38.4
51193,VA,Westmoreland,17.1,30.2,41.2
51195,VA,Wise,19.4,31.4,43.5
51197,VA,Wythe,16.7,26.1,38.8
51199,VA,York,10.0,19.2,31.5
51510,VA,Alexandria,8.6,19.4,32.0
51520,VA,Bristol,17.8,27.6,39.2
51530,VA,Buena Vista,17.8,27.8,37.0
51540,VA,Charlottesville,11.1,23.1,35.2
51550,VA,Chesapeake,12.4,22.2,39.6
51570,VA,Colonial Heights,13.1,24.0,37.7
51580,VA,Covington,20.5,32.9,40.7
51590,VA,Danville,20.0,34.0,41.7
51595,VA,Emporia,18.6,34.7,44.9
51600,VA,Fairfax,9.2,20.4,31.8
51610,VA,Falls Church,6.7,15.3,29.1
51620,VA,Franklin,17.5,31.2,43.8
51630,VA,Fredericksburg,11.7,22.8,39.5
51640,VA,Galax,19.2,31.8,39.4
51650,VA,Hampton,14.6,26.1,40.9
51660,VA,Harrisonburg,13.2,25.9,34.0
51670,VA,Hopewell,20.5,35.6,45.8
51678,VA,Lexington,13.2,22.8,29.1
51680,VA,Lynchburg,14.9,23.6,36.4
51683,VA,Manassas,12.0,26.2,35.3
51685,VA,Manassas Park,13.8,31.0,38.0
51690,VA,Martinsville,19.1,34.0,44.9
51700,VA,Newport News,14.1,28.1,40.8
51710,VA,Norfolk,13.7,27.1,40.3
51720,VA,Norton,20.1,30.2,40.8
51730,VA,Petersburg,17.3,33.2,46.6
51735,VA,Poquoson,11.2,19.1,33.2
51740,VA,Portsmouth,16.4,29.7,40.8
51750,VA,Radford,18.5,29.0,34.4
51760,VA,Richmond,14.2,25.9,38.3
51770,VA,Roanoke,16.7,30.0,41.9
51775,VA,Salem,13.9,24.0,36.2
51790,VA,Staunton,13.5,25.1,36.6
51800,VA,Suffolk,13.2,25.9,42.5
51810,VA,Virginia Beach,11.9,21.7,36.6
51820,VA,Waynesboro,15.4,26.3,38.6
51830,VA,Williamsburg,9.7,23.5,37.2
51840,VA,Winchester,16.3,28.5,38.3
53001,WA,Adams,14.0,29.8,38.3
53003,WA,Asotin,13.3,19.5,35.3
53005,WA,Benton,10.4,20.6,36.2
53007,WA,Chelan,11.7,19.5,29.1
53009,WA,Clallam,11.8,20.3,31.3
53011,WA,Clark,11.0,19.8,35.3
53013,WA,Columbia,12.6,20.6,32.4
53015,WA,Cowlitz,13.7,22.5,40.3
53017,WA,Douglas,11.7,22.3,36.1
53019,WA,Ferry,16.7,25.1,40.2
53021,WA,Franklin,12.1,24.9,35.4
53023,WA,Garfield,11.4,17.9,31.0
53025,WA,Grant,13.0,25.3,38.7
53027,WA,Grays Harbor,15.0,23.8,37.0
53029,WA,Island,10.2,14.7,31.3
53031,WA,Jefferson,9.5,17.4,29.1
53033,WA,King,7.1,13.8,22.4
53035,WA,Kitsap,10.4,16.0,31.8
53037,WA,Kittitas,11.1,19.4,34.7
53039,WA,Klickitat,12.4,18.8,32.7
53041,WA,Lewis,14.4,21.0,38.8
53043,WA,Lincoln,11.7,18.5,37.8
53045,WA,Mason,13.0,19.8,35.8
53047,WA,Okanogan,15.8,24.8,32.7
53049,WA,Pacific,13.1,22.2,36.4
53051,WA,Pend Oreille,14.0,23.1,38.6
53053,WA,Pierce,11.6,19.0,36.8
53055,WA,San Juan,9.5,13.6,24.8
53057,WA,Skagit,11.4,19.6,33.2
53059,WA,Skamania,12.2,17.5,32.8
53061,WA,Snohomish,10.1,17.8,30.1
53063,WA,Spokane,12.0,19.3,34.8
53065,WA,Stevens,14.0,19.6,34.1
53067,WA,Thurston,10.3,16.4,31.1
53069,WA,Wahkiakum,14.3,19.0,39.1
53071,WA,Walla Walla,11.9,19.0,35.4
53073,WA,Whatcom,10.8,16.5,26.5
53075,WA,Whitman,12.7,16.6,32.9
53077,WA,Yakima,12.9,27.9,40.2
54001,WV,Barbour,21.4,34.7,43.8
54003,WV,Berkeley,17.2,31.1,38.7
54005,WV,Boone,21.9,36.9,46.7
54007,WV,Braxton,24.1,35.6,41.3
54009,WV,Brooke,17.9,27.6,40.0
54011,WV,Cabell,19.4,30.4,44.1
54013,WV,Calhoun,26.2,37.8,40.4
54015,WV,Clay,24.3,39.1,41.6
54017,WV,Doddridge,21.5,32.6,41.0
54019,WV,Fayette,21.7,33.4,40.5
54021,WV,Gilmer,20.7,34.8,42.9
54023,WV,Grant,19.2,30.8,43.3
54025,WV,Greenbrier,21.4,32.4,40.4
54027,WV,Hampshire,20.7,31.2,38.8
54029,WV,Hancock,19.3,29.7,43.9
54031,WV,Hardy,21.6,36.3,41.5
54033,WV,Harrison,18.8,28.6,40.2
54035,WV,Jackson,20.1,32.2,42.5
54037,WV,Jefferson,15.1,25.3,37.9
54039,WV,Kanawha,19.6,30.4,40.3
54041,WV,Lewis,21.6,34.7,39.9
54043,WV,Lincoln,25.1,34.0,45.2
54045,WV,Logan,24.6,37.1,45.0
54047,WV,McDowell,28.7,45.0,46.1
54049,WV,Marion,17.7,29.8,42.1
54051,WV,Marshall,20.4,33.3,37.5
54053,WV,Mason,22.5,34.3,41.2
54055,WV,Mercer,21.1,32.9,40.8
54057,WV,Mineral,18.3,28.8,39.3
54059,WV,Mingo,27.6,44.0,43.5
54061,WV,Monongalia,15.6,22.9,34.2
54063,WV,Monroe,21.5,35.7,41.2
54065,WV,Morgan,19.4,30.6,39.2
54067,WV,Nicholas,21.3,32.4,40.3
54069,WV,Ohio,16.3,29.8,39.5
54071,WV,Pendleton,19.3,34.6,36.8
54073,WV,Pleasants,19.7,33.0,44.0
54075,WV,Pocahontas,23.2,37.9,40.6
54077,WV,Preston,20.8,30.2,37.3
54079,WV,Putnam,16.5,26.9,38.3
54081,WV,Raleigh,21.1,34.5,43.1
54083,WV,Randolph,20.8,31.4,46.2
54085,WV,Ritchie,23.3,38.3,42.4
54087,WV,Roane,24.6,39.6,41.6
54089,WV,Summers,23.4,38.9,39.8
54091,WV,Taylor,20.5,34.7,42.0
54093,WV,Tucker,19.1,30.0,39.0
54095,WV,Tyler,20.9,34.9,42.5
54097,WV,Upshur,22.1,33.2,37.1
54099,WV,Wayne,21.5,35.7,42.6
54101,WV,Webster,24.9,41.2,42.6
54103,WV,Wetzel,20.6,34.2,42.4
54105,WV,Wirt,21.4,33.1,42.8
54107,WV,Wood,19.5,33.1,43.5
54109,WV,Wyoming,25.2,37.4,44.6
55001,WI,Adams,18.3,33.7,40.3
55003,WI,Ashland,17.3,29.7,41.4
55005,WI,Barron,15.4,29.6,38.3
55007,WI,Bayfield,14.0,27.3,39.1
55009,WI,Brown,13.4,27.1,41.1
55011,WI,Buffalo,15.0,29.9,39.6
55013,WI,Burnett,17.0,28.2,38.8
55015,WI,Calumet,12.9,24.2,33.3
55017,WI,Chippewa,15.8,26.6,41.7
55019,WI,Clark,18.3,32.0,38.1
55021,WI,Columbia,14.4,26.2,33.6
55023,WI,Crawford,17.2,30.1,37.6
55025,WI,Dane,10.4,20.8,32.4
55027,WI,Dodge,15.0,28.4,42.8
55029,WI,Door,12.7,23.9,36.8
55031,WI,Douglas,14.3,27.2,41.0
55033,WI,Dunn,15.2,26.6,40.7
55035,WI,Eau Claire,13.8,24.4,30.0
55037,WI,Florence,14.5,25.9,36.8
55039,WI,Fond du Lac,14.8,27.7,43.8
55041,WI,Forest,20.6,32.4,46.0
55043,WI,Grant,16.5,30.8,40.9
55045,WI,Green,13.8,24.7,40.3
55047,WI,Green Lake,16.5,32.2,40.4
55049,WI,Iowa,13.9,26.5,38.2
55051,WI,Iron,15.6,26.6,34.7
55053,WI,Jackson,17.7,29.5,40.4
55055,WI,Jefferson,13.8,27.7,40.9
55057,WI,Juneau,18.8,32.2,41.7
55059,WI,Kenosha,14.7,26.7,40.1
55061,WI,Kewaunee,14.7,28.3,41.1
55063,WI,La Crosse,12.6,25.0,39.0
55065,WI,Lafayette,15.9,30.6,41.9
55067,WI,Langlade,17.2,30.1,37.1
55069,WI,Lincoln,16.0,30.2,42.1
55071,WI,Manitowoc,14.9,30.3,38.9
55073,WI,Marathon,14.3,27.9,36.3
55075,WI,Marinette,16.6,27.5,37.8
55077,WI,Marquette,17.4,32.9,43.0
55078,WI,Menominee,23.9,35.8,45.4
55079,WI,Milwaukee,14.9,27.8,38.6
55081,WI,Monroe,17.1,30.5,44.0
55083,WI,Oconto,15.8,29.8,42.0
55085,WI,Oneida,14.1,23.9,34.9
55087,WI,Outagamie,12.7,24.7,36.4
55089,WI,Ozaukee,10.3,20.5,30.3
55091,WI,Pepin,14.2,27.8,36.4
55093,WI,Pierce,13.9,24.7,33.2
55095,WI,Polk,14.5,24.8,35.2
55097,WI,Portage,12.8,24.4,36.5
55099,WI,Price,16.7,28.3,42.2
55101,WI,Racine,14.7,31.2,42.3
55103,WI,Richland,17.2,31.7,37.6
55105,WI,Rock,14.9,28.4,41.7
55107,WI,Rusk,18.2,28.5,40.9
55109,WI,St. Croix,12.6,23.1,35.5
55111,WI,Sauk,15.2,28.2,40.4
55113,WI,Sawyer,18.1,31.3,34.3
55115,WI,Shawano,17.1,27.8,40.2
55117,WI,Sheboygan,13.7,29.0,36.6
55119,WI,Taylor,16.3,29.7,44.3
55121,WI,Trempealeau,15.8,29.0,41.3
55123,WI,Vernon,16.6,27.5,38.7
55125,WI,Vilas,15.0,28.7,38.4
55127,WI,Walworth,13.6,25.2,38.4
55129,WI,Washburn,16.1,27.7,35.1
55131,WI,Washington,12.1,22.7,35.9
55133,WI,Waukesha,10.3,19.6,33.1
55135,WI,Waupaca,15.7,28.7,38.2
55137,WI,Waushara,16.5,32.0,39.7
55139,WI,Winnebago,14.8,27.7,40.6
55141,WI,Wood,15.5,28.2,40.0
56001,WY,Albany,12.9,17.5,27.0
56003,WY,Big Horn,15.7,28.0,33.8
56005,WY,Campbell,15.0,25.9,35.3
56007,WY,Carbon,15.6,30.5,38.3
56009,WY,Converse,15.4,25.1,37.3
56011,WY,Crook,13.7,24.5,32.1
56013,WY,Fremont,16.9,25.9,33.9
56015,WY,Goshen,13.9,27.0,36.8
56017,WY,Hot Springs,15.9,25.2,35.1
56019,WY,Johnson,14.7,25.7,35.6
56021,WY,Laramie,13.5,27.5,33.8
56023,WY,Lincoln,14.1,24.5,34.8
56025,WY,Natrona,14.9,26.3,36.4
56027,WY,Niobrara,16.1,30.2,36.6
56029,WY,Park,13.1,22.9,31.5
56031,WY,Platte,15.0,29.3,35.8
56033,WY,Sheridan,12.9,22.9,30.6
56035,WY,Sublette,12.8,24.3,33.3
56037,WY,Sweetwater,16.1,26.8,36.0
56039,WY,Teton,9.0,17.7,24.0
56041,WY,Uinta,14.9,25.9,34.4
56043,WY,Washakie,15.9,30.2,33.3
56045,WY,Weston,15.7,26.4,35.7
